id,category,date,title,legacy_url,listing_page,in_current_repo,target_path
5303,news,2025-07-01,一口鲜甜，致敬红色初心,https://www.xiongdaye.com/home/view/index/id/5303.html,11,False,/web/news/5303.html
5302,news,2025-07-01,任贤齐打卡“星点心愿”，携手熊大爷传递公益之光,https://www.xiongdaye.com/home/view/index/id/5302.html,11,False,/web/news/5302.html
5301,news,2025-07-01,单店日销额7000+！熊大爷爆店模型如何“破圈”社区餐饮？,https://www.xiongdaye.com/home/view/index/id/5301.html,11,False,/web/news/5301.html
5300,news,2025-07-01,饭扫光X熊大爷线下联名官宣~「辣」就和朋友「饺」个心吧！,https://www.xiongdaye.com/home/view/index/id/5300.html,11,False,/web/news/5300.html
5299,news,2025-07-01,加盟开启丨招募熊熊合伙人,https://www.xiongdaye.com/home/view/index/id/5299.html,11,False,/web/news/5299.html
5298,news,2025-07-01,熊大爷2025愿景落地，实现年利润30万+门店占比超50%,https://www.xiongdaye.com/home/view/index/id/5298.html,11,False,/web/news/5298.html
5297,news,2025-05-28,“熊大爷”以抖音运营培训赋能全国加盟商，开启直播带货增长新引擎,https://www.xiongdaye.com/home/view/index/id/5297.html,11,False,/web/news/5297.html
5296,news,2025-05-28,餐见商学院一行莅临“熊大爷”参观交流，共鉴企业发展新篇章,https://www.xiongdaye.com/home/view/index/id/5296.html,11,False,/web/news/5296.html
5295,news,2025-05-16,快餐行业黑马品牌：熊大爷六年跑出千店连锁,https://www.xiongdaye.com/home/view/index/id/5295.html,12,False,/web/news/5295.html
5294,news,2025-05-16,熊大爷全国生产基地开始筹建，扩张战略加速启航,https://www.xiongdaye.com/home/view/index/id/5294.html,12,False,/web/news/5294.html
5293,news,2025-05-16,熊大爷启动加盟商赋能大会，以三位一体策略撬动市场新增量,https://www.xiongdaye.com/home/view/index/id/5293.html,12,False,/web/news/5293.html
5292,news,2025-05-16,熊大爷“土鸡汤乌鸡云吞”上新，引领春夏养生新风尚,https://www.xiongdaye.com/home/view/index/id/5292.html,12,False,/web/news/5292.html
5291,news,2025-05-16,熊大爷乌鲁木齐机场店落地，开启品牌全球化战略新征程,https://www.xiongdaye.com/home/view/index/id/5291.html,12,False,/web/news/5291.html
5290,video,2025-05-12,六岁，更好的出发,https://www.xiongdaye.com/home/view/index/id/5290.html,6,False,/web/news/5290.html
5289,news,2025-05-12,熊大爷6周年|五福饺好运加满，更有3款面上新啦~,https://www.xiongdaye.com/home/view/index/id/5289.html,12,False,/web/news/5289.html
5288,news,2025-05-12,熊大爷六周年 | 质敬骄傲，说到做到,https://www.xiongdaye.com/home/view/index/id/5288.html,12,False,/web/news/5288.html
5287,news,2025-05-09,立园满园 聚势提能丨从“北”到“南”，看“熊大爷现包饺子”的迁徙密码,https://www.xiongdaye.com/home/view/index/id/5287.html,12,False,/web/news/5287.html
5286,news,2025-04-30,熊大爷全国生产基地开始筹建，扩张战略加速启航,https://www.xiongdaye.com/home/view/index/id/5286.html,12,False,/web/news/5286.html
5285,news,2025-04-30,从1200+门店探寻熊大爷“破圈”密码，现包饺子如何打赢同质化之战？,https://www.xiongdaye.com/home/view/index/id/5285.html,13,False,/web/news/5285.html
5283,news,2025-04-24,熊大爷新品品鉴会启动，以创新解码“幸福一餐”,https://www.xiongdaye.com/home/view/index/id/5283.html,13,False,/web/news/5283.html
5282,news,2025-04-24,熊大爷季度经营复盘会：深度培训赋能，驱动长期增长,https://www.xiongdaye.com/home/view/index/id/5282.html,13,False,/web/news/5282.html
5281,news,2025-04-17,打造绿色餐饮新标杆，“熊大爷”践行可持续发展,https://www.xiongdaye.com/home/view/index/id/5281.html,13,False,/web/news/5281.html
5280,news,2025-04-17,社会发展赋能，“熊大爷”彰显企业担当,https://www.xiongdaye.com/home/view/index/id/5280.html,13,False,/web/news/5280.html
